Typologie du marché,Montant du contrat,Garantie,Délai de réalisation,Expérience fournisseur,Nombre de projets similaires,Notation interne,Chiffre d'affaire,Situation fiscale,Fournisseur blacklisté,Visa (Oui/Non)
Travaux,6972057,Caution,3,4,4,13,41096707,Non conforme,Oui,Non
Fournitures,7644507,Aucune,6,4,0,10,45493661,Conforme,Non,Oui
Services,6034439,Aucune,6,5,1,17,13153732,Non conforme,Oui,Non
Travaux,8092474,Aucune,6,3,3,10,41509948,Conforme,Oui,Non
Travaux,9892036,Retenu,8,5,2,13,18287377,Non conforme,Oui,Non
Services,4892767,Caution,6,4,4,11,45614421,Conforme,Non,Oui
Etude,8762861,Caution,3,4,1,19,14710267,Conforme,Non,Oui
Travaux,7403377,Aucune,3,8,0,19,25800861,Conforme,Non,Oui
Etude,5580751,Caution,3,4,2,17,16884310,Conforme,Oui,Non
Travaux,4144476,Retenu,6,10,2,17,15220727,Conforme,Non,Oui
Services,9269009,Caution,3,8,0,17,20307983,Conforme,Non,Oui
Fournitures,6446770,Caution,6,5,2,17,20615422,Conforme,Non,Oui
Travaux,6374251,Retenu,6,1,3,13,20226456,Conforme,Non,Oui
Etude,5073043,Caution,6,8,2,13,28004291,Conforme,Non,Oui
Services,5272077,Caution,4,7,4,14,21280334,Non conforme,Non,Oui
Etude,9905675,Retenu,6,9,0,14,46652020,Conforme,Non,Oui
Services,5320731,Caution,4,4,3,11,44829813,Non conforme,Oui,Non
Etude,6073464,Caution,3,5,4,18,21028081,Non conforme,Oui,Non
Travaux,8582112,Aucune,6,5,5,19,37544172,Conforme,Non,Oui
Fournitures,9478375,Aucune,4,1,4,19,32394746,Conforme,Non,Non
Fournitures,9219655,Retenu,8,8,5,13,16773458,Non conforme,Oui,Non
Services,8528939,Retenu,8,10,0,16,46185490,Conforme,Non,Oui
Fournitures,9695349,Caution,3,1,5,11,24096790,Non conforme,Non,Non
Fournitures,6236765,Caution,4,5,3,11,39425982,Conforme,Non,Oui
Fournitures,9397817,Caution,4,3,5,10,29607683,Non conforme,Non,Non
Fournitures,5882081,Caution,4,10,0,19,23482286,Conforme,Oui,Non
Services,4143741,Retenu,8,7,2,18,39671000,Non conforme,Non,Oui
Travaux,8915900,Aucune,4,1,3,17,32299367,Conforme,Non,Oui
Fournitures,4034200,Aucune,4,7,3,15,33259733,Conforme,Oui,Non
Services,8830325,Aucune,4,7,4,10,43982565,Non conforme,Non,Non
Travaux,7303068,Retenu,4,6,2,11,35433640,Conforme,Oui,Non
Fournitures,6746817,Retenu,4,8,1,16,43691558,Conforme,Non,Oui
Services,5955810,Caution,8,1,4,10,19902098,Conforme,Non,Oui
Travaux,8798181,Retenu,3,10,3,14,15705832,Non conforme,Non,Oui
Fournitures,8418870,Aucune,4,8,1,17,16239088,Conforme,Oui,Non
Fournitures,5192931,Aucune,8,7,1,10,49890792,Conforme,Non,Oui
Etude,8989895,Aucune,8,1,4,16,25996930,Conforme,Non,Non
Etude,8627975,Aucune,4,4,3,16,48633458,Non conforme,Oui,Non
Travaux,5398873,Retenu,3,4,2,14,19636255,Non conforme,Non,Oui
Fournitures,4680364,Aucune,3,10,3,19,23097243,Non conforme,Oui,Non
Fournitures,9081950,Retenu,8,10,2,16,40035540,Conforme,Oui,Non
Services,9655768,Aucune,8,2,1,16,13075553,Non conforme,Non,Non
Fournitures,8862255,Caution,8,10,0,17,33498772,Conforme,Non,Oui
Travaux,9457505,Caution,4,7,3,18,40862739,Conforme,Non,Oui
Services,9944324,Retenu,8,5,2,11,39674424,Conforme,Non,Oui
Travaux,4895161,Retenu,3,2,1,16,33423163,Conforme,Non,Oui
Services,9933552,Caution,6,7,1,12,18723369,Conforme,Non,Oui
Services,6832483,Aucune,8,7,0,10,15757737,Conforme,Oui,Non
Travaux,7275406,Aucune,4,9,5,17,20240768,Non conforme,Non,Oui
Travaux,9031117,Aucune,3,8,5,20,21071344,Conforme,Oui,Non
Etude,8415998,Retenu,8,4,0,18,21950344,Non conforme,Non,Non
Fournitures,7349165,Caution,6,1,2,10,32332510,Conforme,Non,Oui
Fournitures,9095501,Retenu,6,10,5,15,38827899,Conforme,Non,Oui
Fournitures,8089108,Aucune,6,5,2,15,25791799,Non conforme,Non,Non
Etude,4549890,Aucune,3,7,3,15,48130860,Non conforme,Non,Oui
Fournitures,7065634,Aucune,4,6,2,19,46014237,Conforme,Non,Oui
Fournitures,6304367,Aucune,4,2,1,18,10357777,Conforme,Oui,Non
Travaux,9923604,Retenu,8,2,5,15,26966174,Non conforme,Non,Non
Travaux,6357809,Retenu,3,5,3,16,27974772,Non conforme,Non,Oui
Services,6621505,Aucune,3,7,4,12,31988165,Non conforme,Non,Non
Travaux,5889665,Caution,3,8,0,15,19099678,Non conforme,Non,Oui
Etude,9056114,Aucune,8,1,3,14,43012122,Conforme,Non,Non
Travaux,9459794,Retenu,6,7,0,18,22169331,Conforme,Non,Oui
Services,7251710,Retenu,8,1,2,10,21116434,Non conforme,Oui,Non
Fournitures,5688821,Retenu,6,4,4,10,16305964,Non conforme,Oui,Non
Services,5457827,Aucune,6,4,1,11,16137216,Conforme,Non,Oui
Services,8663765,Aucune,3,1,5,12,21117199,Conforme,Oui,Non
Fournitures,8298344,Aucune,3,4,2,10,30602151,Non conforme,Non,Non
Etude,9912908,Retenu,4,6,5,18,29455168,Conforme,Non,Oui
Fournitures,5588195,Caution,8,3,3,13,20924366,Non conforme,Non,Non
Travaux,4318766,Retenu,6,7,0,10,33669166,Non conforme,Oui,Non
Etude,4727389,Caution,4,2,2,13,45842261,Conforme,Non,Oui
Services,9788417,Caution,8,9,0,10,40631362,Non conforme,Non,Non
Etude,9428656,Retenu,4,1,3,11,37179042,Conforme,Non,Oui
Etude,9249154,Aucune,4,1,2,19,46249067,Conforme,Non,Non
Services,7061838,Aucune,8,9,4,17,29490158,Non conforme,Non,Oui
Etude,8928179,Caution,3,4,2,16,35136418,Non conforme,Non,Oui
Etude,9160230,Retenu,4,10,4,13,36090444,Non conforme,Non,Non
Services,7784868,Aucune,3,2,3,13,38733827,Non conforme,Non,Non
Travaux,7068664,Caution,3,8,2,13,40697833,Non conforme,Oui,Non
Etude,6519052,Retenu,3,4,2,11,41078727,Conforme,Oui,Non
Travaux,6850049,Retenu,3,10,2,20,29122229,Conforme,Non,Oui
Services,5319245,Retenu,3,1,2,10,10194067,Conforme,Non,Oui
Etude,4111837,Caution,4,10,4,13,32176199,Non conforme,Oui,Non
Travaux,4091478,Caution,8,10,4,14,14059982,Non conforme,Oui,Non
Travaux,4712306,Aucune,3,1,4,14,35672470,Non conforme,Oui,Non
Services,9485475,Caution,4,10,0,12,26722011,Non conforme,Non,Non
Fournitures,9741706,Aucune,6,9,0,15,29486649,Conforme,Non,Non
Services,7413803,Retenu,4,8,2,20,18400760,Non conforme,Non,Oui
Fournitures,9006899,Caution,4,6,0,18,34296480,Non conforme,Non,Oui
Fournitures,9609374,Aucune,3,2,4,11,47196457,Non conforme,Oui,Non
Services,6862130,Caution,8,10,1,11,32078353,Non conforme,Non,Non
Etude,5708207,Retenu,3,7,5,15,46480211,Non conforme,Non,Oui
Services,7182877,Retenu,3,2,5,12,17736552,Non conforme,Oui,Non
Etude,9930528,Retenu,8,8,1,15,27442521,Non conforme,Non,Non
Travaux,8852152,Caution,6,1,1,13,40072387,Non conforme,Oui,Non
Travaux,6608816,Retenu,6,3,2,12,28922597,Non conforme,Non,Non
Etude,5410312,Aucune,6,1,2,20,14299994,Conforme,Oui,Non
Fournitures,7231532,Caution,4,10,2,11,22437895,Non conforme,Non,Non
Travaux,7640164,Retenu,6,5,0,17,41007206,Conforme,Non,Oui
Fournitures,6480933,Retenu,6,10,2,18,22462124,Conforme,Non,Oui
Travaux,6184886,Caution,6,5,4,13,43232835,Conforme,Oui,Non
Travaux,6968830,Aucune,3,2,1,12,24649683,Conforme,Non,Oui
Travaux,4598950,Caution,4,10,3,10,40714049,Conforme,Non,Oui
Travaux,8097175,Caution,8,8,1,18,27253808,Non conforme,Oui,Non
Etude,9122947,Retenu,4,3,1,11,18280576,Conforme,Non,Oui
Etude,6718387,Retenu,4,3,1,10,38836357,Conforme,Oui,Non
Etude,7247473,Retenu,3,5,1,14,29371711,Non conforme,Non,Oui
Fournitures,7108137,Retenu,6,5,3,15,45038160,Non conforme,Non,Oui
Fournitures,5442163,Retenu,4,2,0,13,29267894,Conforme,Non,Oui
Fournitures,8195837,Retenu,3,2,4,15,49002759,Conforme,Oui,Non
Fournitures,4215308,Retenu,4,2,3,19,47788110,Conforme,Oui,Non
Fournitures,4117702,Retenu,3,10,5,11,49995571,Non conforme,Non,Non
Fournitures,6965541,Caution,4,8,4,13,39812426,Non conforme,Oui,Non
Etude,7274921,Retenu,4,3,4,16,36481651,Conforme,Oui,Non
Fournitures,4152432,Aucune,8,1,0,18,27647468,Non conforme,Oui,Non
Travaux,9525962,Caution,3,7,1,17,49049003,Conforme,Non,Oui
Fournitures,7918959,Retenu,3,5,3,19,29602788,Non conforme,Oui,Non
Fournitures,5625543,Retenu,8,4,5,15,37829253,Conforme,Oui,Non
Travaux,4240312,Retenu,6,6,1,19,36231554,Non conforme,Non,Oui
Travaux,6825596,Retenu,6,7,5,17,11868880,Conforme,Oui,Non
Travaux,9063937,Retenu,8,8,5,13,33684786,Conforme,Oui,Non
Etude,4010146,Caution,8,2,5,10,45473496,Non conforme,Oui,Non
Services,9390026,Retenu,8,9,0,18,11112057,Non conforme,Oui,Non
Etude,4352521,Caution,3,7,4,13,11551325,Non conforme,Oui,Non
Services,5786370,Caution,6,8,4,19,44174441,Conforme,Non,Oui
Services,9734949,Aucune,4,8,2,16,28607129,Non conforme,Oui,Non
Travaux,4075539,Retenu,8,5,2,13,47649587,Conforme,Oui,Non
Travaux,7141274,Retenu,8,3,0,15,17099781,Non conforme,Non,Oui
Fournitures,9737919,Aucune,3,6,1,16,25478952,Non conforme,Non,Non
Etude,7727575,Retenu,8,9,0,10,40374743,Conforme,Non,Non
Fournitures,9536694,Retenu,3,3,2,18,11909145,Conforme,Non,Oui
Etude,5632990,Retenu,8,7,2,18,46264365,Non conforme,Oui,Non
Fournitures,9703893,Aucune,3,7,2,10,43127405,Non conforme,Non,Non
Etude,4941426,Retenu,8,4,4,15,47755996,Non conforme,Oui,Non
Services,4841122,Aucune,8,8,4,10,17242962,Conforme,Non,Oui
Fournitures,9753806,Retenu,8,6,5,15,48920541,Conforme,Oui,Non
Fournitures,5035258,Caution,4,10,3,19,46731707,Conforme,Non,Oui
Services,7329151,Aucune,8,10,0,10,33782090,Conforme,Non,Oui
Services,8459485,Caution,4,5,3,17,46251053,Conforme,Oui,Non
Etude,6386911,Aucune,3,3,2,15,40586619,Conforme,Oui,Non
Services,6462973,Retenu,4,4,0,10,12139002,Conforme,Non,Oui
Travaux,6118866,Caution,3,8,3,14,45926870,Non conforme,Oui,Non
Fournitures,7737070,Caution,6,5,4,18,39923495,Conforme,Non,Oui
Travaux,6662820,Aucune,4,10,0,17,28717255,Non conforme,Non,Oui
Travaux,8336169,Aucune,4,10,2,18,36817847,Conforme,Non,Oui
Services,8449007,Aucune,8,8,1,14,17903621,Conforme,Oui,Non
Services,5342968,Aucune,8,2,3,13,38097415,Non conforme,Oui,Non
Travaux,5464559,Aucune,4,6,2,13,14227362,Non conforme,Oui,Non
Etude,4828701,Caution,8,7,2,20,47721822,Conforme,Non,Non
Fournitures,9326445,Aucune,8,8,5,20,34304793,Conforme,Non,Non
Travaux,5615678,Caution,3,6,3,20,49883876,Non conforme,Non,Oui
Services,8747311,Caution,8,10,2,11,34054453,Conforme,Non,Oui
Travaux,5935581,Retenu,8,2,3,20,30606942,Non conforme,Non,Oui
Fournitures,4497327,Retenu,3,8,4,12,11144247,Non conforme,Oui,Non
Travaux,6105642,Caution,8,4,3,14,14128608,Conforme,Non,Oui
Fournitures,7682772,Aucune,4,5,3,12,32065461,Conforme,Oui,Non
Fournitures,5073229,Aucune,6,8,3,20,46521581,Non conforme,Non,Oui
Travaux,5291346,Retenu,4,6,1,19,39866389,Non conforme,Oui,Non
Services,5772133,Retenu,3,6,5,14,33437355,Non conforme,Oui,Non
Fournitures,4161272,Caution,6,4,4,11,44280676,Conforme,Oui,Non
Travaux,9630798,Caution,4,7,3,11,16500186,Conforme,Non,Oui
Services,4253694,Caution,6,4,4,17,25031611,Conforme,Oui,Non
Travaux,9379791,Caution,8,5,3,17,33996490,Non conforme,Non,Oui
Travaux,9455327,Retenu,6,3,4,17,30029066,Conforme,Oui,Non
Etude,9332775,Aucune,3,10,5,17,26301825,Conforme,Non,Non
Services,8530106,Aucune,6,9,3,18,21248719,Non conforme,Non,Oui
Fournitures,7306514,Retenu,6,10,4,18,31796622,Conforme,Non,Oui
Services,7554508,Caution,6,8,1,15,40411833,Non conforme,Non,Oui
Fournitures,8432775,Aucune,6,6,3,19,17375209,Conforme,Oui,Non
Travaux,8889529,Retenu,6,7,0,11,11322894,Conforme,Non,Oui
Travaux,8545282,Aucune,6,9,0,18,32218474,Conforme,Non,Oui
Services,6988601,Aucune,8,7,3,19,36597090,Non conforme,Oui,Non
Fournitures,9111767,Aucune,3,4,0,14,47857316,Conforme,Non,Non
Services,8132889,Aucune,3,5,3,10,49253080,Non conforme,Oui,Non
Services,9749427,Retenu,4,7,3,17,46301204,Non conforme,Oui,Non
Travaux,9349387,Caution,4,9,2,20,30616005,Non conforme,Oui,Non
Travaux,4714733,Aucune,3,6,3,11,46756984,Conforme,Oui,Non
Etude,7010547,Aucune,8,8,1,19,39524005,Conforme,Oui,Non
Services,4138080,Caution,6,8,4,15,29643403,Conforme,Oui,Non
Travaux,8518967,Retenu,6,10,1,17,41282478,Conforme,Non,Oui
Travaux,6982781,Retenu,3,1,4,20,30843355,Conforme,Non,Oui
Etude,8253137,Caution,6,1,4,15,35265759,Non conforme,Non,Oui
Fournitures,8191327,Caution,3,3,0,11,18340449,Non conforme,Non,Non
Services,7970230,Aucune,6,10,1,20,31603903,Conforme,Non,Oui
Fournitures,7434365,Aucune,4,3,1,12,46790076,Conforme,Non,Oui
Fournitures,8064793,Caution,4,6,4,14,40077441,Non conforme,Oui,Non
Etude,8297024,Retenu,3,3,2,13,36964359,Conforme,Oui,Non
Travaux,6575966,Retenu,6,9,5,20,27082115,Non conforme,Non,Oui
Etude,5611744,Retenu,4,5,5,12,19585232,Non conforme,Oui,Non
Etude,7634940,Caution,3,4,2,10,34512432,Non conforme,Oui,Non
Services,8417647,Aucune,4,8,3,13,27155092,Conforme,Oui,Non
Etude,9014753,Caution,6,1,2,19,13341758,Conforme,Non,Oui
Fournitures,4435858,Caution,6,7,4,14,47303409,Non conforme,Non,Oui
Services,5096853,Aucune,4,3,1,14,13755480,Conforme,Oui,Non
Fournitures,9483304,Aucune,6,6,4,12,27673968,Non conforme,Oui,Non
Services,6097163,Retenu,3,2,5,12,35355661,Non conforme,Oui,Non
Fournitures,5281141,Retenu,3,8,2,17,20334525,Non conforme,Oui,Non
Etude,4884946,Caution,8,2,4,17,48448721,Conforme,Oui,Non
Travaux,4248365,Caution,3,10,0,14,46704885,Non conforme,Non,Oui
Travaux,9191037,Aucune,8,8,2,13,21545949,Conforme,Non,Oui
Etude,9441603,Retenu,4,4,5,20,46267743,Non conforme,Oui,Non
Etude,7866103,Caution,6,2,0,19,27995235,Non conforme,Non,Oui
Services,7281767,Aucune,3,4,2,19,25100645,Conforme,Oui,Non
Travaux,6634829,Caution,3,5,5,12,25048117,Non conforme,Oui,Non
Etude,6494608,Aucune,4,1,4,14,35866149,Non conforme,Non,Non
Travaux,4793566,Retenu,3,10,4,19,29777655,Non conforme,Non,Oui
Travaux,5773652,Aucune,3,6,2,12,47531714,Conforme,Non,Oui
Travaux,7534689,Aucune,3,3,2,11,17845378,Conforme,Oui,Non
Services,8152714,Aucune,6,3,0,16,20525974,Non conforme,Non,Oui
Services,8066637,Retenu,3,8,3,15,30771868,Conforme,Non,Oui
Etude,4655228,Retenu,4,4,5,20,30221932,Conforme,Oui,Non
Etude,8438404,Aucune,3,6,3,10,12034733,Conforme,Non,Non
Travaux,9942254,Aucune,8,2,5,19,20329204,Conforme,Oui,Non
Etude,8364824,Caution,3,1,0,14,17499543,Conforme,Oui,Non
Fournitures,7655024,Aucune,6,8,5,19,12590193,Non conforme,Oui,Non
Etude,7776967,Retenu,3,3,2,15,46053970,Conforme,Non,Oui
Services,8136657,Retenu,6,10,2,20,40169696,Non conforme,Oui,Non
Fournitures,7064830,Retenu,3,8,0,19,16352067,Non conforme,Oui,Non
Travaux,5783418,Caution,8,10,1,20,13538347,Non conforme,Oui,Non
Services,8170295,Caution,6,5,4,19,28050672,Conforme,Non,Oui
Fournitures,9198482,Caution,8,6,5,13,46421880,Conforme,Non,Oui
Fournitures,8027241,Caution,4,8,5,13,46620334,Conforme,Oui,Non
Fournitures,7400440,Caution,8,5,2,15,16202701,Conforme,Non,Oui
Fournitures,9597755,Aucune,8,5,0,16,33437929,Conforme,Non,Non
Services,5259061,Retenu,8,3,4,17,48195970,Conforme,Oui,Non
Fournitures,6934238,Retenu,6,9,4,20,42451456,Non conforme,Non,Oui
Services,5180350,Retenu,3,4,2,13,31290503,Non conforme,Oui,Non
Fournitures,4424738,Aucune,3,8,3,20,19658440,Conforme,Non,Oui
Etude,7388485,Caution,3,3,1,14,12309203,Conforme,Oui,Non
Etude,5999738,Retenu,8,5,1,16,21402162,Conforme,Non,Non
Fournitures,4405758,Aucune,3,4,4,16,47475922,Conforme,Non,Oui
Fournitures,6436164,Aucune,4,6,4,11,28439160,Conforme,Oui,Non
Etude,5072654,Aucune,6,4,1,13,34839921,Conforme,Oui,Non
Travaux,6784094,Aucune,4,8,5,19,42753843,Non conforme,Non,Oui
Travaux,8310464,Aucune,3,1,1,15,35448279,Conforme,Non,Oui
Fournitures,4599151,Retenu,4,10,1,19,16915316,Non conforme,Non,Oui
Etude,5225883,Aucune,6,9,5,18,34633840,Non conforme,Non,Oui
Services,4576776,Aucune,4,3,0,20,17422081,Non conforme,Non,Oui
Travaux,8066060,Aucune,4,10,3,15,27808565,Non conforme,Oui,Non
Services,7000212,Retenu,8,9,5,13,23101490,Conforme,Oui,Non
Services,7595682,Caution,8,9,0,19,26411182,Conforme,Oui,Non
Etude,4725158,Aucune,3,1,3,11,25500388,Non conforme,Oui,Non
Fournitures,7998631,Aucune,4,9,2,14,40500125,Conforme,Oui,Non
Travaux,7224267,Aucune,3,2,4,11,26891622,Conforme,Non,Oui
Etude,4367384,Aucune,3,10,0,19,17427990,Conforme,Non,Oui
Travaux,7026898,Aucune,8,8,3,13,29758750,Conforme,Oui,Non
Fournitures,5217427,Aucune,4,7,0,13,12843973,Conforme,Non,Oui
Services,5280244,Caution,6,6,1,13,21956810,Non conforme,Non,Non
Etude,9172051,Aucune,4,4,2,11,39957362,Non conforme,Non,Non
Services,6789604,Caution,3,9,2,20,21554097,Conforme,Oui,Non
Services,5385075,Retenu,8,4,2,18,27315084,Conforme,Oui,Non
Etude,9554296,Retenu,8,1,0,17,22290299,Conforme,Oui,Non
Etude,9560998,Retenu,3,8,5,16,27386572,Non conforme,Oui,Non
Fournitures,6602997,Retenu,3,10,3,18,41574552,Conforme,Oui,Non
Fournitures,6632887,Aucune,6,8,1,20,39991186,Conforme,Non,Oui
Services,5694189,Retenu,6,2,1,10,31040977,Conforme,Oui,Non
Etude,7891530,Retenu,8,7,3,17,31142240,Conforme,Non,Non
Etude,4668115,Aucune,8,6,4,13,42733983,Conforme,Oui,Non
Etude,5879576,Retenu,6,7,0,14,13195604,Conforme,Non,Oui
Etude,8583804,Caution,3,2,3,12,33902994,Conforme,Oui,Non
Fournitures,9270153,Caution,3,3,1,14,26215316,Non conforme,Oui,Non
Fournitures,9960068,Aucune,4,6,1,19,12162990,Conforme,Oui,Non
Fournitures,4757777,Retenu,4,7,2,11,41288043,Conforme,Non,Oui
Travaux,9637454,Caution,8,1,0,12,23822415,Conforme,Non,Oui
Services,6357406,Retenu,4,5,0,17,16605560,Conforme,Oui,Non
Services,9336852,Retenu,3,6,3,10,38831245,Non conforme,Oui,Non
Etude,9446930,Retenu,4,8,2,17,44470031,Conforme,Oui,Non
Travaux,6317051,Caution,8,2,4,19,31297203,Non conforme,Oui,Non
Fournitures,6216234,Aucune,8,10,3,15,17972230,Conforme,Non,Oui
Travaux,7336567,Retenu,6,6,0,16,16004319,Non conforme,Non,Oui
Services,5415589,Aucune,6,2,3,11,20109401,Conforme,Non,Oui
Fournitures,9234192,Aucune,6,6,2,13,27638299,Non conforme,Non,Non
Services,9393861,Retenu,4,9,3,11,24829578,Non conforme,Oui,Non
Fournitures,6888754,Retenu,6,6,2,19,28397293,Conforme,Oui,Non
Travaux,5245348,Retenu,6,7,1,12,46652577,Non conforme,Oui,Non
Travaux,7215260,Aucune,8,4,0,13,46917294,Conforme,Oui,Non
Fournitures,8639280,Retenu,4,3,2,19,43352398,Conforme,Non,Oui
Travaux,5077365,Aucune,3,5,3,11,39584001,Conforme,Non,Oui
Fournitures,4031300,Aucune,8,9,1,19,39359595,Non conforme,Oui,Non
Travaux,9817912,Aucune,3,6,1,17,30232866,Non conforme,Oui,Non
Fournitures,4277052,Aucune,6,5,2,12,47879551,Non conforme,Non,Non
Etude,6117945,Caution,8,3,1,18,23179255,Conforme,Non,Non
Services,4386486,Aucune,4,8,3,17,21283071,Non conforme,Non,Oui
Fournitures,5785520,Retenu,3,1,4,17,44350189,Non conforme,Oui,Non
Etude,6004500,Retenu,4,5,0,11,29937086,Conforme,Non,Oui
Services,6481440,Aucune,8,3,0,16,44043871,Conforme,Oui,Non
Services,6597526,Aucune,6,4,3,20,28670160,Non conforme,Non,Oui
Services,8414632,Caution,8,1,5,13,39979346,Non conforme,Non,Non
Etude,5425457,Caution,4,4,2,17,18025645,Conforme,Non,Oui
Etude,6237490,Caution,3,3,4,20,14148178,Non conforme,Oui,Non
Travaux,4004743,Caution,3,6,0,17,19877710,Non conforme,Oui,Non
Fournitures,8421906,Caution,4,2,4,14,42036601,Non conforme,Non,Oui
Services,4866001,Aucune,4,4,0,19,12670416,Conforme,Oui,Non
Services,6491889,Aucune,8,1,5,12,38051525,Non conforme,Oui,Non
Travaux,9508232,Aucune,4,3,1,17,28412504,Non conforme,Oui,Non
Etude,5035733,Caution,4,3,1,19,45797220,Non conforme,Non,Oui
Travaux,8263222,Retenu,4,9,2,16,11399584,Conforme,Non,Oui
Travaux,5924309,Caution,4,10,1,17,28008530,Conforme,Oui,Non
Fournitures,6113077,Caution,3,6,4,20,13557026,Conforme,Non,Oui
Etude,4988934,Retenu,6,7,3,15,21394685,Non conforme,Oui,Non
Fournitures,4488595,Aucune,3,3,4,19,19490327,Conforme,Oui,Non
Travaux,4737163,Caution,4,4,5,10,17137801,Non conforme,Oui,Non
Services,5682154,Caution,3,8,2,17,16383222,Conforme,Oui,Non
Etude,9198675,Aucune,8,10,1,15,14166544,Non conforme,Oui,Non
Etude,7334290,Caution,3,9,4,16,40061982,Conforme,Oui,Non
Etude,6078281,Aucune,3,5,2,16,46880474,Non conforme,Oui,Non
Services,4263783,Aucune,4,1,5,12,22613291,Conforme,Non,Oui
Etude,9545717,Caution,3,4,0,15,31920842,Conforme,Oui,Non
Fournitures,6002002,Retenu,4,3,0,11,13870372,Non conforme,Oui,Non
Fournitures,7011594,Caution,3,4,0,12,17602312,Non conforme,Non,Non
Fournitures,8727329,Aucune,3,9,1,12,11956380,Non conforme,Non,Non
Services,7979421,Aucune,3,2,1,11,28123977,Conforme,Oui,Non
Services,4580782,Aucune,3,4,2,10,43988368,Conforme,Oui,Non
Travaux,4884415,Retenu,8,4,3,19,41560735,Conforme,Non,Oui
Services,6718675,Caution,8,1,1,16,23136449,Conforme,Oui,Non
Etude,8161346,Caution,6,9,1,12,16964598,Non conforme,Oui,Non
Etude,9855737,Aucune,6,2,1,19,49499873,Non conforme,Oui,Non
Fournitures,7488946,Aucune,8,9,2,16,35367986,Non conforme,Oui,Non
Services,5897862,Aucune,3,5,3,15,12234517,Non conforme,Non,Oui
Etude,7634081,Caution,4,3,5,14,31483023,Conforme,Non,Oui
Etude,8859214,Retenu,4,7,0,20,26545139,Conforme,Oui,Non
Services,8945976,Retenu,4,10,0,12,41919800,Non conforme,Oui,Non
Services,6026604,Caution,8,7,2,19,48794738,Non conforme,Non,Oui
Travaux,6954474,Caution,8,9,5,16,25155052,Non conforme,Oui,Non
Fournitures,6134073,Retenu,3,9,1,12,23037160,Conforme,Non,Oui
Services,9523781,Aucune,8,1,1,18,34920982,Non conforme,Oui,Non
Services,5679622,Retenu,3,2,3,17,19216175,Non conforme,Non,Oui
Services,7909254,Retenu,3,2,1,15,10901284,Conforme,Non,Oui
Fournitures,8843277,Caution,3,10,4,19,37550376,Non conforme,Non,Oui
Travaux,9597774,Caution,6,2,4,15,28293184,Non conforme,Non,Oui
Fournitures,5815877,Caution,8,4,3,11,32425133,Non conforme,Non,Non
Fournitures,8672089,Aucune,8,6,5,18,20297690,Non conforme,Oui,Non
Fournitures,5293213,Retenu,8,1,2,18,16600065,Conforme,Non,Oui
Etude,9336454,Aucune,3,2,0,12,18421532,Non conforme,Non,Non
Fournitures,6986905,Caution,3,3,4,13,37328674,Conforme,Non,Oui
Fournitures,4943585,Caution,8,1,5,17,29581093,Conforme,Oui,Non
Fournitures,7031272,Aucune,4,3,4,11,38010538,Conforme,Oui,Non
Etude,7998493,Retenu,6,2,2,13,41875276,Conforme,Oui,Non
Services,4219255,Caution,6,7,3,15,35239799,Conforme,Non,Oui
Services,4368499,Aucune,6,4,4,10,40339246,Non conforme,Oui,Non
Fournitures,6393128,Caution,3,2,1,18,10443753,Non conforme,Non,Oui
Services,6207856,Retenu,4,7,3,14,30054248,Conforme,Oui,Non
Etude,7780245,Caution,6,1,0,19,36063042,Conforme,Oui,Non
Services,4597828,Retenu,8,3,0,16,20904368,Non conforme,Oui,Non
Fournitures,9823153,Retenu,6,10,0,18,26494605,Conforme,Oui,Non
Fournitures,4746581,Caution,4,2,4,10,27996740,Conforme,Oui,Non
Etude,9521171,Aucune,6,2,1,19,32586233,Non conforme,Non,Non
Fournitures,8354906,Retenu,4,10,0,17,39182754,Conforme,Non,Oui
Fournitures,8249921,Retenu,8,1,5,13,41048941,Conforme,Non,Oui
Etude,6617631,Aucune,8,3,5,16,12315662,Non conforme,Oui,Non
Travaux,8799729,Aucune,6,4,4,17,33137086,Non conforme,Non,Oui
Etude,4974670,Aucune,6,9,0,11,16282235,Conforme,Non,Oui
Fournitures,7320193,Caution,3,6,2,11,41852387,Non conforme,Oui,Non
Travaux,8784201,Caution,3,9,3,14,29758193,Non conforme,Non,Oui
Travaux,7287528,Aucune,4,3,1,17,24276562,Conforme,Oui,Non
Etude,6356186,Aucune,3,3,0,13,27816743,Non conforme,Non,Non
Fournitures,4165096,Caution,8,5,3,13,29087493,Non conforme,Non,Non
Services,9313665,Retenu,4,8,4,19,25360648,Non conforme,Oui,Non
Travaux,7332877,Retenu,3,1,1,10,48250526,Non conforme,Oui,Non
Etude,9346224,Caution,3,4,2,16,14814052,Non conforme,Non,Oui
Travaux,6427520,Aucune,3,3,5,12,25924698,Non conforme,Oui,Non
Etude,6397789,Aucune,8,8,4,17,27158467,Conforme,Oui,Non
Travaux,9472110,Retenu,6,3,3,20,18196012,Conforme,Oui,Non
Etude,5267831,Aucune,4,9,5,14,15529445,Non conforme,Non,Oui
Etude,5975090,Aucune,4,1,3,18,47143485,Conforme,Non,Oui
Services,6045757,Aucune,8,1,5,16,15248680,Conforme,Oui,Non
Services,6451582,Caution,6,4,3,19,13040059,Non conforme,Non,Oui
Travaux,7637420,Caution,3,9,1,10,22145493,Non conforme,Oui,Non
