Typologie du marché,Montant du contrat,Garantie,Délai de réalisation,Expérience fournisseur,Nombre de projets similaires,Notation interne,Chiffre d'affaire,Situation fiscale,Fournisseur blacklisté,Visa (Oui/Non)
Fournitures,9635741,Aucune,8,6,0,15,26276705,Non conforme,Oui,Non
Fournitures,9700967,Aucune,6,8,3,11,11672082,Non conforme,Oui,Non
Fournitures,6384993,Retenu,3,4,2,11,47455349,Non conforme,Non,Non
Travaux,8805040,Aucune,3,10,3,14,28005598,Non conforme,Oui,Non
Services,6722320,Aucune,6,5,0,10,13445303,Non conforme,Non,Non
Travaux,4399433,Retenu,8,9,3,16,44336342,Non conforme,Oui,Non
Fournitures,4189225,Retenu,4,3,3,14,42578156,Non conforme,Non,Oui
Services,4768845,Aucune,6,4,3,18,49604271,Non conforme,Oui,Non
Fournitures,7033538,Retenu,3,10,4,14,32340275,Non conforme,Oui,Non
Services,5150161,Aucune,3,1,1,13,36993975,Conforme,Non,Oui
Fournitures,9343488,Retenu,6,10,4,19,47206158,Conforme,Non,Oui
Travaux,4275259,Retenu,4,7,2,15,47017840,Non conforme,Non,Oui
Services,5090546,Aucune,3,6,0,19,28096752,Non conforme,Oui,Non
Travaux,5087020,Aucune,6,3,5,19,41049324,Conforme,Oui,Non
Travaux,6480521,Aucune,6,10,5,19,12341174,Non conforme,Oui,Non
Services,9480752,Caution,3,1,2,17,13994978,Conforme,Non,Oui
Fournitures,9295808,Caution,6,9,3,16,20587182,Non conforme,Oui,Non
Fournitures,4651655,Caution,6,8,3,17,25217973,Conforme,Oui,Non
Services,4719446,Caution,6,1,3,15,37291252,Conforme,Oui,Non
Services,7392372,Retenu,3,6,5,17,29665783,Non conforme,Oui,Non
Fournitures,5654495,Aucune,6,6,0,16,46876625,Non conforme,Oui,Non
Fournitures,6015888,Retenu,8,8,4,15,24944319,Non conforme,Oui,Non
Travaux,9222678,Aucune,6,7,1,15,27268141,Non conforme,Oui,Non
Travaux,9195898,Caution,3,6,2,18,12008297,Conforme,Oui,Non
Travaux,8606410,Aucune,4,9,0,10,10994614,Non conforme,Oui,Non
Fournitures,7598751,Retenu,3,7,1,12,41353048,Non conforme,Non,Non
Fournitures,9249197,Aucune,4,8,3,16,30765221,Conforme,Non,Non
Services,4195842,Aucune,8,8,4,19,38774031,Conforme,Non,Oui
Services,6487178,Aucune,6,7,0,19,28937199,Conforme,Oui,Non
Travaux,7646900,Caution,6,6,5,19,15859507,Non conforme,Non,Oui
Fournitures,8336407,Aucune,6,3,2,13,48255777,Non conforme,Oui,Non
Travaux,6757037,Aucune,8,8,3,16,40135212,Non conforme,Oui,Non
Services,5049914,Retenu,6,7,5,18,26988354,Non conforme,Non,Oui
Travaux,4874916,Aucune,6,10,5,13,33542468,Conforme,Oui,Non
Services,8107866,Aucune,8,6,4,15,27260190,Conforme,Non,Oui
Services,8350766,Aucune,3,9,0,18,36379196,Non conforme,Non,Oui
Fournitures,8854542,Aucune,6,3,4,20,49356955,Conforme,Oui,Non
Services,6272277,Retenu,6,9,4,20,38950062,Conforme,Oui,Non
Travaux,7801186,Caution,3,3,2,17,18638515,Conforme,Oui,Non
Travaux,8312141,Retenu,8,4,1,11,39456206,Non conforme,Non,Non
Services,9549018,Aucune,4,6,0,10,45662172,Non conforme,Oui,Non
Fournitures,6974914,Retenu,3,8,1,13,34802730,Non conforme,Non,Non
Services,5927791,Caution,8,2,5,17,11969737,Conforme,Non,Oui
Services,9729830,Retenu,3,7,1,12,22127791,Non conforme,Non,Non
Fournitures,7371440,Retenu,6,7,5,18,33040667,Conforme,Oui,Non
Fournitures,5643565,Retenu,3,1,4,12,22104663,Non conforme,Non,Non
Services,6444847,Aucune,3,3,1,12,20449037,Conforme,Oui,Non
Fournitures,4007832,Aucune,6,4,1,14,25809807,Conforme,Oui,Non
Services,5167049,Retenu,8,8,0,10,22364620,Conforme,Non,Oui
Fournitures,4014890,Caution,6,1,4,10,29051623,Conforme,Non,Oui
Fournitures,4590302,Caution,3,3,5,20,48753048,Non conforme,Non,Oui
Travaux,6195812,Caution,8,9,4,10,31461707,Non conforme,Oui,Non
Travaux,6228581,Retenu,6,7,4,15,18968403,Conforme,Non,Oui
Travaux,7320970,Caution,6,9,2,17,39815408,Conforme,Non,Oui
Fournitures,5140951,Caution,6,1,1,12,49993084,Conforme,Oui,Non
Travaux,7643663,Retenu,6,4,3,11,32786594,Non conforme,Oui,Non
Fournitures,8816626,Aucune,8,1,1,13,19334674,Conforme,Oui,Non
Fournitures,5705675,Retenu,8,2,1,20,33888136,Non conforme,Oui,Non
Fournitures,7938565,Retenu,6,5,4,18,33336340,Conforme,Non,Oui
Fournitures,9734437,Retenu,3,7,4,11,39300064,Non conforme,Oui,Non
Fournitures,9936217,Retenu,3,1,2,15,48031635,Non conforme,Oui,Non
Services,5868560,Retenu,8,2,4,18,13043427,Conforme,Oui,Non
Travaux,9235326,Aucune,3,5,1,10,29615954,Non conforme,Oui,Non
Travaux,4523167,Retenu,3,6,0,10,10814046,Conforme,Non,Oui
Services,6606675,Caution,8,4,1,16,14598673,Non conforme,Oui,Non
Travaux,4252498,Retenu,6,9,1,20,28075638,Non conforme,Oui,Non
Fournitures,8661917,Caution,6,7,1,15,20390138,Non conforme,Non,Oui
Travaux,6442550,Retenu,4,4,1,15,14063400,Non conforme,Oui,Non
Fournitures,8225112,Aucune,8,10,4,16,39188637,Conforme,Non,Non
Travaux,7607009,Retenu,6,5,0,13,30632328,Conforme,Oui,Non
Fournitures,6316634,Caution,3,9,1,13,41621418,Non conforme,Non,Non
Fournitures,4970153,Caution,8,7,2,14,19859504,Conforme,Oui,Non
Fournitures,4242112,Retenu,3,3,2,17,13433804,Conforme,Non,Oui
Travaux,4238285,Caution,8,9,5,13,32981888,Non conforme,Non,Non
Services,7843948,Retenu,4,2,4,12,18058118,Non conforme,Oui,Non
Services,4506890,Caution,8,3,5,17,10044918,Non conforme,Oui,Non
Fournitures,5306320,Aucune,6,1,1,19,44680076,Conforme,Oui,Non
Services,6176605,Retenu,4,2,3,17,42038232,Conforme,Non,Oui
Travaux,4820943,Aucune,3,1,1,15,24518584,Non conforme,Non,Oui
Fournitures,4857692,Caution,6,6,3,13,22540419,Conforme,Oui,Non
Travaux,4410189,Aucune,6,6,5,18,20459351,Conforme,Oui,Non
Services,6691017,Aucune,6,10,2,13,41250444,Non conforme,Non,Non
Services,7110543,Caution,3,2,2,12,14119726,Conforme,Non,Oui
Services,5151182,Retenu,8,8,1,19,21690658,Conforme,Oui,Non
Travaux,8673212,Caution,8,8,4,13,36998449,Non conforme,Non,Non
Services,9722448,Retenu,4,5,5,16,46040805,Conforme,Oui,Non
Services,7872629,Retenu,8,4,4,16,48234894,Non conforme,Oui,Non
Travaux,7254273,Retenu,3,6,4,20,49223773,Non conforme,Non,Oui
Fournitures,6053457,Caution,3,1,5,16,35330720,Conforme,Oui,Non
Fournitures,7569877,Retenu,3,4,5,14,36787696,Conforme,Non,Oui
Services,9874360,Caution,3,2,2,12,44726141,Conforme,Oui,Non
Services,4170509,Retenu,4,3,2,15,43146210,Conforme,Non,Oui
Fournitures,9223408,Aucune,3,5,3,12,28691844,Non conforme,Oui,Non
Services,4803556,Aucune,4,7,5,12,14979741,Non conforme,Oui,Non
Fournitures,4540323,Aucune,3,4,3,13,26357119,Conforme,Oui,Non
Services,9232605,Caution,4,5,2,10,33624451,Non conforme,Oui,Non
Services,7181327,Aucune,3,10,5,13,36713678,Conforme,Oui,Non
Services,6953003,Retenu,4,4,3,15,20470917,Conforme,Non,Oui
Fournitures,7829918,Retenu,4,9,3,13,25672933,Non conforme,Non,Non
Services,6377765,Caution,6,10,3,10,26557310,Non conforme,Non,Non
Travaux,8746818,Caution,6,9,1,11,32323923,Non conforme,Non,Non
Fournitures,9227680,Retenu,8,6,1,18,19234581,Conforme,Non,Oui
Fournitures,8787387,Aucune,4,9,5,12,32090097,Non conforme,Oui,Non
Travaux,7986300,Retenu,3,7,5,19,23404088,Non conforme,Non,Oui
Fournitures,9570437,Aucune,6,7,2,18,48979085,Conforme,Non,Non
Services,5495976,Aucune,8,9,3,14,40754612,Non conforme,Oui,Non
Fournitures,4717084,Aucune,6,10,2,10,45631098,Non conforme,Oui,Non
Travaux,4012977,Caution,3,7,3,17,13633533,Conforme,Non,Oui
Fournitures,7740808,Aucune,8,6,5,18,32983482,Conforme,Non,Oui
Travaux,5787403,Retenu,8,5,1,10,21184045,Non conforme,Oui,Non
Services,4223346,Retenu,6,9,2,14,15406967,Non conforme,Oui,Non
Fournitures,4458891,Caution,6,2,3,10,36290627,Conforme,Non,Oui
Fournitures,7318719,Caution,3,8,1,13,38162995,Conforme,Oui,Non
Travaux,4953723,Retenu,6,10,2,12,23230743,Non conforme,Oui,Non
Travaux,8798943,Retenu,4,3,3,10,25343954,Non conforme,Non,Non
Services,9001507,Aucune,4,1,2,17,11291957,Non conforme,Oui,Non
Services,6170986,Retenu,8,3,4,13,44360381,Non conforme,Oui,Non
Services,8830346,Aucune,6,1,1,17,20437831,Non conforme,Non,Oui
Fournitures,5468527,Retenu,6,7,2,12,13712391,Conforme,Oui,Non
Travaux,5011850,Caution,3,10,5,14,34350692,Conforme,Oui,Non
Fournitures,5137439,Retenu,6,6,1,13,30082016,Conforme,Non,Oui
Travaux,5413638,Aucune,6,4,1,18,25100299,Conforme,Oui,Non
Travaux,7032540,Caution,6,8,1,19,21862236,Non conforme,Non,Oui
Fournitures,4674546,Caution,8,6,1,12,21971178,Conforme,Non,Oui
Fournitures,7143585,Caution,8,6,4,11,34121184,Conforme,Non,Oui
Services,7750669,Retenu,6,3,2,10,45901313,Non conforme,Non,Non
Fournitures,5321008,Aucune,3,10,2,11,25898771,Non conforme,Oui,Non
Travaux,7588469,Caution,4,8,2,20,44280622,Non conforme,Non,Oui
Services,5335930,Aucune,6,4,4,13,33219296,Non conforme,Non,Non
Travaux,5513282,Caution,8,10,2,11,37379576,Non conforme,Oui,Non
Fournitures,8517607,Retenu,6,5,0,14,17465542,Conforme,Non,Oui
Services,7298251,Retenu,6,6,2,15,38721218,Conforme,Non,Oui
Services,8303257,Caution,4,4,3,18,30912355,Non conforme,Non,Oui
Fournitures,7740080,Retenu,4,2,2,20,40696689,Non conforme,Non,Oui
Services,5061456,Caution,6,2,5,15,21652002,Non conforme,Oui,Non
Fournitures,7188765,Caution,6,8,3,10,28256347,Non conforme,Non,Non
Services,9054533,Caution,6,5,1,13,31551694,Conforme,Non,Oui
Travaux,8056911,Caution,4,6,5,19,38590248,Non conforme,Non,Oui
Travaux,5382841,Aucune,8,3,0,12,34002475,Conforme,Non,Oui
Fournitures,6665323,Caution,4,3,4,11,30842650,Non conforme,Non,Non
Services,9204259,Retenu,3,10,3,15,41576951,Non conforme,Oui,Non
Fournitures,5912601,Caution,3,8,2,15,18307439,Conforme,Non,Oui
Fournitures,4667299,Caution,8,3,1,20,46494828,Non conforme,Oui,Non
Travaux,4344397,Caution,3,10,3,15,46680817,Conforme,Non,Oui
Services,8271217,Retenu,6,7,3,14,44767820,Non conforme,Non,Oui
Fournitures,4494080,Retenu,4,4,0,12,20778534,Conforme,Non,Oui
Travaux,4505526,Retenu,8,5,2,10,44175381,Non conforme,Oui,Non
Services,9431581,Retenu,8,2,1,18,40513989,Non conforme,Non,Oui
Fournitures,8223933,Retenu,6,7,2,12,29087340,Conforme,Oui,Non
Services,6994729,Caution,6,5,5,17,17102422,Non conforme,Oui,Non
Fournitures,8383121,Caution,4,1,0,12,11822111,Non conforme,Oui,Non
Fournitures,9995735,Retenu,8,8,0,19,42176724,Conforme,Non,Oui
Services,5006130,Aucune,4,4,1,17,42748429,Conforme,Oui,Non
Fournitures,8530642,Aucune,6,3,2,13,11323442,Conforme,Non,Non
Services,5948420,Aucune,3,1,2,14,22187216,Non conforme,Non,Oui
Travaux,9824969,Retenu,8,9,3,15,33725446,Non conforme,Oui,Non
Services,7208593,Caution,6,4,3,13,24496842,Conforme,Oui,Non
Fournitures,5385506,Caution,8,6,3,19,40786495,Non conforme,Oui,Non
Travaux,6335388,Retenu,6,10,0,16,42898892,Non conforme,Non,Oui
Services,9837189,Retenu,8,10,1,19,19265491,Conforme,Oui,Non
Fournitures,6809056,Retenu,3,9,3,14,31936360,Conforme,Non,Oui
Fournitures,7551783,Aucune,8,3,4,12,48006197,Non conforme,Non,Non
Fournitures,9420903,Retenu,6,7,2,10,17463104,Non conforme,Non,Non
Travaux,8069909,Aucune,6,5,5,10,25115988,Non conforme,Non,Non
Services,5893654,Retenu,6,4,1,14,41674821,Conforme,Oui,Non
Services,6544601,Caution,8,3,3,16,36881542,Non conforme,Non,Oui
Fournitures,6081993,Retenu,6,5,3,12,47875871,Non conforme,Non,Non
Travaux,4685170,Retenu,4,7,3,14,40224891,Non conforme,Non,Oui
Travaux,9876481,Retenu,4,7,5,15,36411401,Non conforme,Oui,Non
Fournitures,4410648,Retenu,4,8,3,14,39901073,Non conforme,Non,Oui
Services,5224565,Retenu,8,9,5,12,42500399,Non conforme,Non,Non
Travaux,4416428,Retenu,3,5,5,10,24464546,Non conforme,Non,Non
Travaux,8851095,Aucune,3,9,0,19,35946134,Conforme,Non,Oui
Fournitures,9853856,Retenu,3,4,5,19,26697497,Non conforme,Oui,Non
Travaux,8444158,Caution,3,4,4,15,15767494,Conforme,Non,Oui
Fournitures,7246445,Aucune,3,9,1,16,48898628,Non conforme,Non,Oui
Travaux,4804011,Retenu,3,6,0,17,29485140,Conforme,Oui,Non
Travaux,7372971,Aucune,3,3,2,14,34830274,Conforme,Oui,Non
Services,4036021,Aucune,4,9,1,14,49709101,Non conforme,Non,Oui
Fournitures,9442937,Retenu,4,6,3,20,20867761,Non conforme,Non,Oui
Fournitures,8259474,Caution,3,10,0,19,37926641,Conforme,Oui,Non
Fournitures,6867649,Retenu,6,4,4,13,37113671,Conforme,Non,Oui
Travaux,7361670,Caution,8,6,5,14,35309509,Conforme,Non,Oui
Fournitures,5378839,Aucune,3,1,3,12,35371325,Conforme,Oui,Non
Services,7383391,Aucune,8,2,1,10,23973395,Non conforme,Non,Non
Fournitures,5638308,Aucune,8,8,3,12,37730678,Conforme,Non,Oui
Services,5948954,Aucune,6,5,0,19,18474054,Non conforme,Non,Oui
Travaux,9066021,Caution,4,9,5,17,33918112,Non conforme,Oui,Non
Services,5628327,Caution,4,10,0,15,35492274,Non conforme,Oui,Non
Travaux,7962569,Aucune,4,5,4,12,14270636,Conforme,Oui,Non
Fournitures,8677958,Retenu,3,8,2,12,11809938,Non conforme,Non,Non
Services,7412625,Retenu,3,2,0,20,43143557,Non conforme,Non,Oui
Fournitures,8844837,Caution,6,4,0,17,20586844,Non conforme,Oui,Non
Fournitures,5612000,Retenu,4,2,5,17,24552246,Non conforme,Oui,Non
Fournitures,9843323,Caution,4,2,2,16,42821987,Non conforme,Non,Oui
Fournitures,8119991,Retenu,3,6,5,13,34081051,Non conforme,Oui,Non
Services,8378026,Caution,6,7,3,10,36448154,Conforme,Non,Oui
Services,4930767,Retenu,8,7,4,12,27505687,Non conforme,Non,Non
Services,5823372,Caution,6,9,3,18,37367906,Non conforme,Non,Oui
Services,7421980,Aucune,4,1,2,15,40522661,Non conforme,Non,Oui
Services,6790142,Retenu,3,3,5,15,24811515,Conforme,Non,Oui
Travaux,9362971,Retenu,8,9,4,11,17479054,Conforme,Non,Oui
Services,8745376,Caution,3,6,5,12,45119634,Conforme,Non,Oui
Fournitures,5153786,Aucune,3,3,3,12,12285898,Non conforme,Non,Non
Fournitures,5743888,Retenu,6,6,2,18,21012313,Non conforme,Non,Oui
Travaux,4224609,Aucune,6,4,2,15,29313454,Conforme,Oui,Non
Fournitures,7459265,Caution,6,3,1,13,48155905,Conforme,Oui,Non
Travaux,7661045,Caution,6,7,1,19,30224406,Conforme,Non,Oui
Services,4710190,Retenu,8,9,3,10,30919523,Conforme,Non,Oui
Services,9235298,Retenu,4,8,2,15,17062742,Conforme,Non,Oui
Fournitures,7088507,Caution,6,8,5,15,19317395,Conforme,Non,Oui
Fournitures,5781088,Aucune,6,6,3,19,23903039,Conforme,Non,Oui
Travaux,7976444,Retenu,4,3,2,16,13117781,Conforme,Oui,Non
Fournitures,5092308,Retenu,4,5,3,13,30157743,Non conforme,Oui,Non
Fournitures,5074560,Retenu,6,9,3,14,28121223,Non conforme,Oui,Non
Fournitures,9165413,Aucune,3,7,4,19,27348745,Conforme,Oui,Non
Fournitures,7415344,Caution,4,1,4,11,11540827,Conforme,Non,Oui
Fournitures,4807653,Aucune,8,4,5,14,19427208,Conforme,Non,Oui
Fournitures,9374241,Aucune,8,3,4,14,26043095,Non conforme,Oui,Non
Travaux,8641580,Caution,4,3,2,14,39251861,Conforme,Oui,Non
Fournitures,7620733,Caution,4,8,3,12,37344635,Non conforme,Oui,Non
Fournitures,9368091,Retenu,6,10,3,13,45458225,Non conforme,Non,Non
Travaux,7514122,Aucune,3,1,1,14,22300987,Conforme,Oui,Non
Services,9963017,Caution,3,4,0,17,46397236,Non conforme,Oui,Non
Fournitures,4887971,Retenu,6,2,5,18,17948262,Conforme,Oui,Non
Services,6330343,Caution,3,1,3,12,24414639,Non conforme,Non,Non
Fournitures,8678911,Retenu,8,8,5,11,29168539,Conforme,Oui,Non
Fournitures,5049180,Aucune,4,8,3,20,15526251,Conforme,Oui,Non
Fournitures,8515039,Caution,3,7,2,16,27098870,Non conforme,Oui,Non
Travaux,5161034,Retenu,6,7,4,20,34534033,Conforme,Oui,Non
Travaux,8887880,Caution,4,7,1,18,21726487,Non conforme,Oui,Non
Travaux,7880448,Aucune,8,10,0,13,31367666,Non conforme,Non,Non
Fournitures,9651493,Retenu,3,5,3,20,40820032,Non conforme,Oui,Non
Travaux,4888303,Caution,4,3,3,20,36819916,Conforme,Oui,Non
Fournitures,6154043,Caution,8,1,0,20,20678836,Conforme,Non,Oui
Travaux,7699998,Retenu,8,3,2,10,30236025,Non conforme,Oui,Non
Services,7482904,Caution,3,4,2,10,39828525,Non conforme,Oui,Non
Travaux,5543041,Retenu,8,9,5,16,22734487,Conforme,Non,Oui
Services,4783197,Retenu,4,3,5,16,10250012,Non conforme,Oui,Non
Travaux,6411682,Caution,8,3,5,10,45238623,Conforme,Non,Oui
Services,7776248,Caution,6,8,3,14,22037045,Conforme,Oui,Non
Services,7131059,Retenu,6,1,5,15,21707215,Conforme,Non,Oui
Fournitures,4750329,Retenu,3,5,2,15,10088418,Non conforme,Oui,Non
Services,9979439,Caution,8,2,3,18,12311492,Conforme,Oui,Non
Services,4171948,Retenu,3,2,1,13,37325123,Non conforme,Non,Non
Fournitures,5634991,Caution,6,10,4,12,19930098,Non conforme,Oui,Non
Services,6777971,Retenu,3,10,3,19,45067760,Conforme,Non,Oui
Services,8598401,Aucune,8,6,2,16,49914364,Conforme,Oui,Non
Travaux,5174201,Retenu,8,1,2,16,37010323,Non conforme,Oui,Non
Fournitures,7304505,Retenu,6,8,5,10,36528116,Conforme,Oui,Non
Services,6398594,Retenu,4,6,5,12,12517809,Conforme,Oui,Non
Services,7870319,Caution,6,9,3,17,16366601,Conforme,Oui,Non
Fournitures,6052248,Retenu,8,6,5,17,13782834,Non conforme,Oui,Non
Fournitures,9319668,Retenu,6,3,0,10,36941350,Conforme,Non,Oui
Fournitures,5506599,Retenu,3,4,0,11,11316184,Non conforme,Non,Non
Services,7899790,Retenu,8,7,4,17,10374479,Conforme,Oui,Non
Fournitures,7067907,Aucune,3,2,3,14,43938068,Conforme,Oui,Non
Travaux,6620133,Caution,4,10,1,12,41165127,Non conforme,Oui,Non
Fournitures,5481002,Caution,8,9,3,11,25423232,Conforme,Oui,Non
Travaux,6178531,Retenu,4,2,1,12,31444891,Conforme,Oui,Non
Services,6637912,Aucune,3,3,5,19,47356040,Conforme,Non,Oui
Travaux,9709561,Retenu,6,9,0,10,47685643,Non conforme,Non,Non
Travaux,4342670,Retenu,3,9,2,20,43667322,Conforme,Oui,Non
Fournitures,8016443,Retenu,8,2,5,15,40233767,Conforme,Non,Oui
Travaux,6548356,Caution,6,7,0,14,17928373,Conforme,Oui,Non
Services,5793111,Retenu,8,7,0,19,38590104,Conforme,Non,Oui
Fournitures,5212685,Retenu,6,3,5,15,25081415,Conforme,Oui,Non
Travaux,5465242,Retenu,3,3,2,15,29854614,Non conforme,Oui,Non
Services,4317470,Aucune,3,1,2,16,17595081,Non conforme,Non,Oui
Travaux,7547973,Caution,3,7,2,13,20260671,Non conforme,Non,Non
Fournitures,8013527,Retenu,4,2,3,18,47453027,Non conforme,Oui,Non
Fournitures,9311819,Retenu,6,4,2,13,20038106,Non conforme,Oui,Non
Travaux,6626450,Aucune,3,2,1,18,30924104,Conforme,Oui,Non
Travaux,9204460,Retenu,8,6,4,11,49326748,Non conforme,Non,Non
Fournitures,5308489,Caution,8,4,0,13,45248909,Conforme,Oui,Non
Services,7152073,Aucune,8,9,1,15,30224302,Conforme,Non,Oui
Services,9611558,Retenu,3,2,2,17,15838698,Conforme,Oui,Non
Travaux,8442513,Retenu,4,10,1,13,32201884,Non conforme,Oui,Non
Fournitures,9991421,Aucune,6,9,5,10,49472286,Non conforme,Non,Non
Services,5608974,Retenu,8,4,3,15,28451844,Non conforme,Oui,Non
Travaux,6851840,Retenu,8,7,0,16,23745645,Non conforme,Non,Oui
Services,4806669,Aucune,8,5,2,19,39367111,Non conforme,Non,Oui
Services,5005564,Caution,6,5,4,20,26427576,Non conforme,Oui,Non
Services,8863142,Retenu,6,1,1,14,44452379,Conforme,Non,Oui
Fournitures,6081777,Aucune,6,7,3,20,44682444,Non conforme,Non,Oui
Travaux,5316394,Aucune,3,1,1,12,15989241,Conforme,Non,Oui
Services,8360303,Aucune,8,7,3,11,47398452,Non conforme,Non,Non
Travaux,9509840,Aucune,6,4,1,17,39568443,Non conforme,Oui,Non
Services,7570246,Retenu,6,3,4,15,39226798,Conforme,Oui,Non
Travaux,7586940,Retenu,4,3,3,18,49121799,Conforme,Non,Oui
Travaux,6552095,Caution,3,1,2,16,45814453,Non conforme,Oui,Non
Services,6876511,Aucune,3,8,1,12,35579561,Non conforme,Non,Non
Services,4145469,Retenu,8,6,4,12,38713435,Conforme,Oui,Non
Fournitures,8501546,Caution,4,10,5,13,16977843,Non conforme,Oui,Non
Travaux,7141035,Retenu,8,5,2,15,44162315,Conforme,Non,Oui
Fournitures,6621844,Retenu,8,3,2,15,17302801,Non conforme,Non,Oui
Services,8840579,Caution,8,4,3,11,37457815,Non conforme,Oui,Non
Travaux,7119288,Caution,6,6,3,13,44083628,Non conforme,Oui,Non
Travaux,4916855,Aucune,3,10,0,15,10677371,Non conforme,Non,Oui
Services,9892975,Retenu,3,5,4,19,14880220,Conforme,Non,Oui
Fournitures,4978570,Retenu,8,3,2,11,37692976,Non conforme,Non,Non
Travaux,7006092,Aucune,4,5,3,20,19087688,Conforme,Oui,Non
Travaux,6167588,Aucune,8,3,0,17,30067899,Non conforme,Non,Oui
Travaux,4837837,Aucune,3,4,0,20,48858289,Non conforme,Oui,Non
Services,9183693,Caution,3,7,2,20,24508459,Non conforme,Oui,Non
Travaux,8570456,Aucune,8,6,5,20,43453989,Non conforme,Non,Oui
Fournitures,9804233,Caution,8,10,5,19,27657128,Conforme,Non,Oui
Travaux,4103778,Caution,8,5,0,13,23889092,Non conforme,Non,Non
Services,5314406,Aucune,3,7,4,17,43787049,Non conforme,Non,Oui
Services,6346177,Retenu,4,5,0,10,22353828,Non conforme,Non,Non
Fournitures,6364344,Retenu,8,9,0,18,31447976,Conforme,Non,Oui
Services,5444532,Aucune,4,7,3,13,27839310,Non conforme,Non,Non
Services,4678789,Caution,6,5,0,16,14566814,Conforme,Oui,Non
Services,5814603,Retenu,6,3,1,10,44357494,Conforme,Non,Oui
Services,4454039,Caution,3,10,1,14,29768334,Non conforme,Non,Oui
Fournitures,5274844,Aucune,3,7,1,10,18934506,Conforme,Non,Oui
Fournitures,6512698,Retenu,8,9,2,13,30712755,Non conforme,Oui,Non
Fournitures,9983024,Caution,4,5,1,10,25354391,Non conforme,Non,Non
Services,9913568,Retenu,3,1,1,16,37401608,Conforme,Non,Oui
Services,9380669,Caution,8,7,3,19,34399525,Conforme,Oui,Non
Services,6811509,Aucune,4,3,3,15,33570839,Non conforme,Oui,Non
Services,5143386,Retenu,4,1,4,14,33590465,Non conforme,Non,Oui
Travaux,9796640,Retenu,6,8,3,19,29140433,Non conforme,Non,Non
Fournitures,4199116,Caution,8,2,5,20,28627504,Non conforme,Non,Oui
Travaux,9868714,Retenu,3,3,3,16,45869254,Non conforme,Non,Non
Fournitures,9317746,Aucune,3,1,1,13,13252074,Conforme,Oui,Non
Services,6689218,Aucune,4,5,4,20,32078615,Conforme,Non,Oui
Fournitures,6234842,Caution,4,2,0,15,21696541,Conforme,Non,Oui
Services,5234544,Caution,3,7,5,17,21770001,Conforme,Non,Oui
Travaux,9584899,Retenu,8,4,3,10,23036457,Conforme,Oui,Non
Travaux,5718968,Aucune,8,10,3,19,24552301,Non conforme,Non,Oui
Services,6611958,Retenu,6,3,5,12,21642763,Conforme,Non,Oui
Fournitures,5961202,Retenu,4,2,0,14,12955576,Non conforme,Non,Oui
Fournitures,4478933,Caution,6,3,3,16,23844283,Conforme,Oui,Non
Fournitures,9476829,Caution,6,10,1,16,27707725,Non conforme,Non,Oui
Travaux,7763178,Retenu,8,4,4,12,14031325,Conforme,Non,Oui
Travaux,8482946,Caution,3,1,3,14,16136812,Non conforme,Non,Oui
Services,4746223,Caution,8,6,5,19,32327587,Non conforme,Oui,Non
Travaux,6615551,Retenu,8,9,0,12,20042976,Non conforme,Oui,Non
Travaux,4672572,Retenu,8,2,1,13,15365900,Conforme,Non,Oui
Fournitures,7769120,Caution,3,6,1,20,47634796,Non conforme,Non,Oui
Fournitures,5365963,Retenu,6,1,4,20,30453391,Conforme,Non,Oui
Travaux,5741743,Retenu,6,5,5,19,14280002,Non conforme,Non,Oui
Travaux,6820552,Aucune,6,3,0,10,46404856,Non conforme,Oui,Non
Travaux,7100003,Caution,3,4,2,20,40964777,Conforme,Oui,Non
Travaux,4599552,Caution,4,10,0,18,36996511,Non conforme,Non,Oui
Services,6313171,Caution,6,10,3,11,21831247,Non conforme,Non,Non
Travaux,7105249,Aucune,3,8,5,13,43677282,Conforme,Non,Oui
Services,4887421,Retenu,8,10,4,14,12972522,Non conforme,Oui,Non
Services,7323252,Caution,8,10,3,20,30075549,Non conforme,Non,Oui
Travaux,6398035,Aucune,8,7,3,14,10781522,Conforme,Oui,Non
Travaux,6896936,Retenu,8,9,0,14,26716191,Non conforme,Non,Oui
Fournitures,8793939,Aucune,8,7,1,10,21126615,Non conforme,Non,Non
Services,6250586,Retenu,3,6,4,11,43335967,Non conforme,Non,Non
Services,7657459,Caution,4,2,4,20,33271406,Non conforme,Non,Oui
Services,4045594,Retenu,3,3,4,20,49248066,Non conforme,Non,Oui
Fournitures,8073768,Caution,4,9,5,19,33160994,Conforme,Non,Oui
Services,7411625,Aucune,8,7,3,11,15402359,Non conforme,Oui,Non
Travaux,7732122,Caution,4,5,4,19,17925221,Conforme,Non,Oui
Services,8846284,Aucune,6,4,1,18,45288693,Conforme,Oui,Non
Services,4684516,Retenu,8,10,3,14,41812870,Non conforme,Non,Oui
Services,6704720,Caution,3,6,5,13,47045200,Non conforme,Non,Non
Travaux,8353106,Retenu,4,6,3,12,48201212,Conforme,Oui,Non
Fournitures,7477885,Aucune,8,5,5,12,39470681,Conforme,Non,Oui
Travaux,9545547,Caution,8,1,5,12,35122747,Conforme,Non,Oui
Fournitures,4600765,Caution,8,5,1,15,34145294,Conforme,Oui,Non
Fournitures,6158364,Caution,8,3,5,11,24421058,Conforme,Oui,Non
